word,lemma,headword,part_of_speech,word_family_id,canonical_headword,family_role,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,semantic_notes,related_words,opposites,common_collocations,raw_count_total,document_frequency_total,source_diversity,source_tables,form_counts,core_score,confidence,needs_human_review,review_reason
rod,rod,rod,,rod,rod,base,rod,,,forge_weapons_armor,,"a long, thin, straight object used for support or as a tool",,stick;staff;wand,blade;sword;knife,,72,71,3,BroadcastText;ItemSparse;JournalEncounterSection,rod:72,10.2905,0.7,True,low_confidence
mail,mail,mail,,mail,mail,base,mail,,,forge_weapons_armor,,"a type of armor made from metal or other materials, often worn for protection",,armor;plate;chainmail,naked;unprotected;vulnerable,,71,71,3,ItemSparse;JournalEncounter;JournalEncounterSection,mail:71,10.2767,0.7,True,low_confidence
solid,solid,solid,,solid,solid,base,solid,,,forge_weapons_armor,,having a firm or unbroken structure,,firm;unbroken;strong,fragile;weak;delicate,,66,63,3,BroadcastText;ItemSparse;JournalEncounterSection,solid:66,10.2047,0.9,False,
blademaster,blademaster,blademaster,,blademaster,blademaster,base,blademaster,,,forge_weapons_armor,,a master of the sword or blade,,master;sword;blade,novice;amateur;inexperienced,,8,8,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,blademaster:8,10.1972,0.9,False,
unbreakable,unbreakable,unbreakable,,unbreakable,unbreakable,base,unbreakable,,,forge_weapons_armor,,"not able to be broken or damaged, especially in a physical sense",,physical;sense;damage,,,8,8,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,unbreakable:8,10.1972,1.0,False,
sec,sec,sec,,sec,sec,base,sec,,,forge_weapons_armor,,"a unit of time, especially one that is equal to a second",,time;second;unit,,,488,474,2,ItemSparse;JournalEncounterSection,sec:488,10.1924,1.0,False,
sturdy,sturdy,sturdy,,sturdy,sturdy,base,sturdy,,,forge_weapons_armor,,"strong and robust, often used to describe something that is well-made or durable",,strong;robust;durable,,,62,62,3,BroadcastText;ItemSparse;JournalEncounterSection,sturdy:62,10.1431,1.0,False,
scales,scale,scales,,scale,scale,inflected_form,scales,,,forge_weapons_armor,,a device used to measure weight or a pattern of overlapping plates on an animal's body,,weight;plates;animal,,,61,60,3,BroadcastText;ItemSparse;JournalEncounter,scales:61,10.1271,1.0,False,
muscle,muscle,muscle,,muscle,muscle,base,muscle,,,forge_weapons_armor,,a bundle of tissue that connects bones to each other and supports movement,,tissue;bones;movement,,,59,59,3,BroadcastText;ItemSparse;JournalEncounter,muscle:59,10.0943,1.0,False,
armory,armory,armory,,armory,armory,base,armory,,,forge_weapons_armor,,a place where weapons and armor are stored or manufactured,,weapons;armor;manufacture,,,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,armory:7,10.0794,1.0,False,
strengthened,strengthen,strengthened,,strengthen,strengthen,inflected_form,strengthened,,,forge_weapons_armor,,"to make something stronger or more robust, often through the addition of materials or processes",,fortified;reinforced;stabilized,weakened;debilitated,,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,strengthened:7,10.0794,0.8,False,
effectively,effectively,effectively,,effectively,effectively,base,effectively,,,forge_weapons_armor,,"to a great extent or degree, often in a successful or efficient manner",,successfully;efficiently;productively,ineffectively;unsuccessfully,,57,57,3,ItemSparse;JournalEncounter;JournalEncounterSection,effectively:57,10.0604,0.7,True,low_confidence
slag,slag,slag,,slag,slag,base,slag,,,forge_weapons_armor,,"a waste product or byproduct of a manufacturing process, often in the form of molten metal",,waste;byproduct;residue,pure;refined,,57,53,3,ItemSparse;JournalEncounter;JournalEncounterSection,slag:57,10.0604,0.7,True,low_confidence
wraps,wrap,wraps,,wrap,wrap,inflected_form,wraps,,,forge_weapons_armor,,"to cover or envelop something, often in a protective or wrapping manner",,cover;envelop;wrap,expose;reveal,,56,56,3,ItemNameDescription;ItemSparse;JournalEncounterSection,wraps:56,10.0431,0.8,False,
silk,silk,silk,,silk,silk,base,silk,,,forge_weapons_armor,,"a type of fabric or material made from the cocoons of silkworms, often in a smooth or luxurious manner",,fabric;material;texture,coarse;rough,,55,54,3,ItemSparse;JournalEncounter;JournalEncounterSection,silk:55,10.0254,0.7,True,low_confidence
equip,equip,equip,,equip,equip,base,equip,,,forge_weapons_armor,,to provide with the necessary equipment or tools,,equipment;tools;gear,disarm;disable;impair,,6,6,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,equip:6,9.9459,0.9,False,
perfected,perfect,perfected,,perfect,perfect,inflected_form,perfected,,,forge_weapons_armor,,made or done to a high standard of quality,,high;quality;standard,imperfect;flawed;defective,,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,perfected:6,9.9459,0.8,False,
talent,talent,talent,,talent,talent,base,talent,,,forge_weapons_armor,,a natural ability or skill,,ability;skill;natural,lack;deficiency;weakness,,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,talent:6,9.9459,0.9,False,
tame,tame,tame,,tame,tame,base,tame,,,forge_weapons_armor,,to make something or someone less wild or aggressive,,wild;aggressive;less,untamed;feral; savage,,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,tame:6,9.9459,0.8,False,
steel,steel,steel,,steel,steel,base,steel,,,forge_weapons_armor,,"a hard, strong metal alloy",,iron;metal;alloy,soft;weak;fragile,,50,50,3,BroadcastText;ItemSparse;JournalEncounterSection,steel:50,9.9318,0.8,False,
design,design,design,,design,design,base,design,,,forge_weapons_armor,,to create or plan something with a particular purpose or function,,create;plan;construct,destroy;demolish;abolish,,48,48,3,BroadcastText;ItemSparse;JournalEncounter,design:48,9.8918,0.8,False,
knife,knife,knife,,knife,knife,base,knife,,,forge_weapons_armor,,a cutting instrument with a blade and handle,,cutting;blade;edge,dull;blunt,,46,46,3,BroadcastText;ItemSparse;JournalEncounterSection,knife:46,9.8501,0.9,False,
bow,bow,bow,,bow,bow,base,bow,,,forge_weapons_armor,,"a curved or bent shape, often used as a weapon or tool",,curved;bent;weapon,straight;flat,,44,44,3,BroadcastText;ItemSparse;JournalEncounterSection,bow:44,9.8067,0.9,False,
component,component,component,,component,component,base,component,,,forge_weapons_armor,,a part or element of something larger,,part;element;ingredient,,,43,43,3,ItemSparse;JournalEncounter;JournalEncounterSection,component:43,9.7842,0.1,True,low_confidence
arrows,arrow,arrows,,arrow,arrow,inflected_form,arrows,,,forge_weapons_armor,,a type of projectile used for hunting or warfare,,projectile;hunting;warfare,,,40,36,3,BroadcastText;ItemSparse;JournalEncounterSection,arrows:40,9.7136,0.8,False,
concentrated,concentrate,concentrated,,concentrate,concentrate,inflected_form,concentrated,,,forge_weapons_armor,,"made or gathered into a small, intense amount",,small;intense;amount,,,40,36,3,ItemSparse;JournalEncounter;JournalEncounterSection,concentrated:40,9.7136,0.9,False,
gun,gun,gun,,gun,gun,base,gun,,,forge_weapons_armor,,a type of firearm used for hunting or warfare,,firearm;hunting;warfare,,,40,33,3,BroadcastText;ItemSparse;JournalEncounterSection,gun:40,9.7136,0.8,False,
ammunition,ammunition,ammunition,,ammunition,ammunition,base,ammunition,,,forge_weapons_armor,,material used to make or propel projectiles,,bullets;shells;cartridges,,,39,39,3,ItemSparse;JournalEncounter;JournalEncounterSection,ammunition:39,9.6889,0.9,False,
sapphire,sapphire,sapphire,,sapphire,sapphire,base,sapphire,,,forge_weapons_armor,,a type of blue gemstone,,blue;gemstone;precious stone,red;ruby,,38,38,3,BroadcastText;ItemNameDescription;ItemSparse,sapphire:38,9.6636,0.7,True,low_confidence
piercing,pierc,piercing,,pierc,pierc,inflected_form,piercing,,,forge_weapons_armor,,a type of sharp or pointed object,,sharp;pointed;keen,dull;blunt,,37,36,3,ItemSparse;JournalEncounter;JournalEncounterSection,piercing:37,9.6376,0.8,False,
dagger,dagger,dagger,,dagger,dagger,base,dagger,,,forge_weapons_armor,,a type of short sword or knife,,sword;knife,large;heavy,,35,35,3,BroadcastText;ItemSparse;JournalEncounterSection,dagger:35,9.5835,0.7,True,low_confidence
blacksmith,blacksmith,blacksmith,,blacksmith,blacksmith,base,blacksmith,,,forge_weapons_armor,,"a person who makes or repairs metal objects, especially tools and weapons",,metalworker;smith;crafstman,,,33,31,3,BroadcastText;ItemSparse;JournalEncounter,blacksmith:33,9.5264,0.9,False,
lash,lash,lash,,lash,lash,base,lash,,,forge_weapons_armor,,"a long, thin strip of leather or other material used for whipping or flogging",,whip;flog;punish,,,33,32,3,ItemNameDescription;ItemSparse;JournalEncounterSection,lash:33,9.5264,0.9,False,
carapace,carapace,carapace,,carapace,carapace,base,carapace,,,forge_weapons_armor,,the hard outer shell of an insect or reptile,,shell;armor;protection,,,30,27,3,ItemSparse;JournalEncounter;JournalEncounterSection,carapace:30,9.434,1.0,False,
crude,crude,crude,,crude,crude,base,crude,,,forge_weapons_armor,,"not refined or sophisticated, often in a negative sense",,unrefined;unsophisticated;coarse,,,30,30,3,ItemSparse;JournalEncounter;JournalEncounterSection,crude:30,9.434,1.0,False,
dash,dash,dash,,dash,dash,base,dash,,,forge_weapons_armor,,"a sudden movement or action, often with a sense of urgency",,hurry;rush;swift,,,30,30,3,BroadcastText;ItemSparse;JournalEncounterSection,dash:30,9.434,1.0,False,
lance,lance,lance,,lance,lance,base,lance,,,forge_weapons_armor,,"a long, pointed weapon used for thrusting or piercing",,sword;spear;pike,,,30,27,3,BroadcastText;ItemSparse;JournalEncounterSection,lance:30,9.434,1.0,False,
shades,shade,shades,,shade,shade,inflected_form,shades,,,forge_weapons_armor,,"dark or shadowy areas, often used to describe a place or atmosphere",,shadows;silhouettes;ombres,,,30,30,3,ItemSparse;JournalEncounter;JournalEncounterSection,shades:30,9.434,1.0,False,
pummeler,pummeler,pummeler,,pummeler,pummeler,base,pummeler,,,forge_weapons_armor,,a device used to crush or pound something,,,,,28,26,3,ItemSparse;JournalEncounter;JournalEncounterSection,pummeler:28,9.3673,0.9,False,
maul,maul,maul,,maul,maul,base,maul,,,forge_weapons_armor,,a heavy club or bludgeon,,club;bludgeon;hammer,sword;dagger;knife,,27,24,3,ItemSparse;JournalEncounter;JournalEncounterSection,maul:27,9.3322,0.8,False,
shields,shield,shields,,shield,shield,inflected_form,shields,,,forge_weapons_armor,,a defensive barrier or protection,,defensive;protective;barrier,offensive;aggressive;attack,,27,26,3,BroadcastText;ItemSparse;JournalEncounterSection,shields:27,9.3322,0.9,False,
saronite,saronite,saronite,,saronite,saronite,base,saronite,,,forge_weapons_armor,,a type of metal or material,,metal;material;substance,non-metallic;inert,,26,22,3,ItemSparse;JournalEncounter;JournalEncounterSection,saronite:26,9.2958,0.8,False,
furnace,furnace,furnace,,furnace,furnace,base,furnace,,,forge_weapons_armor,,a device for heating or burning something,,heat;burn;fire,cool;cold,,25,23,3,ItemSparse;JournalEncounter;JournalEncounterSection,furnace:25,9.2581,0.2,True,low_confidence
bell,bell,bell,,bell,bell,base,bell,,,forge_weapons_armor,,a hollow metal object that makes a ringing sound when struck,,ring;sound;noise,,,24,24,3,BroadcastText;ItemSparse;JournalEncounterSection,bell:24,9.2189,1.0,False,
gas,gas,gas,,gas,gas,base,gas,,,forge_weapons_armor,,a state of matter characterized by the absence of a fixed shape or volume,,air;vapor;fume,,,24,23,3,ItemSparse;JournalEncounter;JournalEncounterSection,gas:24,9.2189,1.0,False,
plates,plate,plates,,plate,plate,inflected_form,plates,,,forge_weapons_armor,,"flat, rigid pieces of metal or other materials used for protection or decoration",,shield;armor;plating,,,24,21,3,ItemSparse;JournalEncounter;JournalEncounterSection,plates:24,9.2189,1.0,False,
tight,tight,tight,,tight,tight,base,tight,,,forge_weapons_armor,,firmly closed or secured,,secure;fastened;locked,loose;open;unsecured,,24,24,3,BroadcastText;ItemSparse;JournalEncounterSection,tight:24,9.2189,0.9,False,
hoard,hoard,hoard,,hoard,hoard,base,hoard,,,forge_weapons_armor,,to collect or to gather valuable things,,collect;gather;valuable,corruption_defilement_curse,,23,23,3,ItemSparse;JournalEncounter;JournalEncounterSection,hoard:23,9.1781,0.8,False,
pierce,pierce,pierce,,pierce,pierce,base,pierce,,,forge_weapons_armor,,to cut or to penetrate something,,cut;penetrate;something,defend_defended_protected,,23,23,3,BroadcastText;ItemSparse;JournalEncounterSection,pierce:23,9.1781,0.9,False,
rope,rope,rope,,rope,rope,base,rope,,,forge_weapons_armor,,"a long, thin piece of material used for climbing or binding",,long;thin;material,chain,,23,22,3,BroadcastText;ItemSparse;JournalEncounterSection,rope:23,9.1781,0.9,False,
cone,cone,cone,,cone,cone,base,cone,,,forge_weapons_armor,,a shape with a circular base and tapering to a point,,pyramid;cylinder;sphere,,,167,145,2,ItemSparse;JournalEncounterSection,cone:167,9.124,1.0,False,
socket,socket,socket,,socket,socket,base,socket,,,forge_weapons_armor,,a hole or recess in a surface for receiving something,,hole;recess;insertion,,,1221,1221,1,ItemSparse,socket:1221,9.1082,1.0,False,
equipped,equipp,equipped,,equipp,equipp,inflected_form,equipped,,,forge_weapons_armor,,having the necessary tools or equipment for a task or activity,,armed;prepared;fitted,,,21,20,3,BroadcastText;ItemSparse;JournalEncounterSection,equipped:21,9.091,1.0,False,
hook,hook,hook,,hook,hook,base,hook,,,forge_weapons_armor,,"a curved or angled piece of metal, used for catching or holding something",,lure;bait;snare,,,21,20,3,ItemSparse;JournalEncounter;JournalEncounterSection,hook:21,9.091,1.0,False,
scythe,scythe,scythe,,scythe,scythe,base,scythe,,,forge_weapons_armor,,a long-handled agricultural tool with a curved blade,,blade;tool;agriculture,sickle;reaper,,21,21,3,ItemSparse;JournalEncounter;JournalEncounterSection,scythe:21,9.091,0.9,False,
torch,torch,torch,,torch,torch,base,torch,,,forge_weapons_armor,,a stick or rod with a burning wick or flame,,stick;rod;flame,candle;lamp,,21,21,3,BroadcastText;ItemSparse;JournalEncounterSection,torch:21,9.091,0.9,False,
gloves,glove,gloves,,glove,glove,inflected_form,gloves,,,forge_weapons_armor,,hand coverings or protectors,,hand;covering;protector,naked;exposed,,155,154,2,ItemNameDescription;ItemSparse,gloves:155,9.0499,0.9,False,
plating,plat,plating,,plat,plat,inflected_form,plating,,,forge_weapons_armor,,a layer of metal or other material applied to a surface,,armor;plate,bare;unprotected,,19,17,3,ItemSparse;JournalEncounter;JournalEncounterSection,plating:19,8.9957,0.8,False,
laser,laser,laser,,laser,laser,base,laser,,,forge_weapons_armor,,a device that produces a concentrated beam of light,,light;beam,,,18,18,3,BroadcastText;ItemSparse;JournalEncounterSection,laser:18,8.9444,0.9,False,
mortar,mortar,mortar,,mortar,mortar,base,mortar,,,forge_weapons_armor,,a device used to crush or grind substances,,crush;grind,,,18,18,3,BroadcastText;ItemSparse;JournalEncounterSection,mortar:18,8.9444,0.8,False,
spellblade,spellblade,spellblade,,spellblade,spellblade,base,spellblade,,,forge_weapons_armor,,a type of magical sword or blade,,sword;blade;magical,,,18,18,3,ItemSparse;JournalEncounter;JournalEncounterSection,spellblade:18,8.9444,0.9,False,
chopper,chopper,chopper,,chopper,chopper,base,chopper,,,forge_weapons_armor,,"a type of tool or machine used to cut or chop something, often wood or metal",,tool;machine;cut,,,17,13,3,ItemSparse;JournalEncounter;JournalEncounterSection,chopper:17,8.8904,0.8,False,
glittering,glitter,glittering,,glitter,glitter,inflected_form,glittering,,,forge_weapons_armor,,"shining or sparkling with bright, small points of light",,shine;sparkle;light,,,17,17,3,BroadcastText;ItemSparse;JournalEncounterSection,glittering:17,8.8904,1.0,False,
gripping,gripp,gripping,,gripp,gripp,inflected_form,gripping,,,forge_weapons_armor,,firmly holding or grasping something,,hold;grasp;grip,,,17,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,gripping:17,8.8904,1.0,False,
precision,precision,precision,,precision,precision,base,precision,,,forge_weapons_armor,,the quality of being accurate or exact in measurement or performance,,accurate;exact;measurement,,,17,17,3,ItemSparse;JournalEncounter;JournalEncounterSection,precision:17,8.8904,1.0,False,
belt,belt,belt,,belt,belt,base,belt,,,forge_weapons_armor,,a strip of material worn around the waist or used to hold something in place,,strip;material;waist,,,129,129,2,ItemSparse;JournalEncounterSection,belt:129,8.8675,0.8,False,
bracers,bracer,bracers,,bracer,bracer,inflected_form,bracers,,,forge_weapons_armor,,a piece of armor that covers the arm or wrist,,armor;arm;wrist,,,127,127,2,ItemSparse;JournalEncounterSection,bracers:127,8.852,0.9,False,
pearl,pearl,pearl,,pearl,pearl,base,pearl,,,forge_weapons_armor,,"a valuable, lustrous gemstone",,gem;jewel;treasure,,,16,16,3,BroadcastText;ItemNameDescription;ItemSparse,pearl:16,8.8332,0.7,True,low_confidence
repaired,repair,repaired,,repair,repair,inflected_form,repaired,,,forge_weapons_armor,,made something whole or fixed again,,fixed;mended;restored,,,16,16,3,BroadcastText;ItemSparse;JournalEncounterSection,repaired:16,8.8332,0.9,False,
grips,grip,grips,,grip,grip,inflected_form,grips,,,forge_weapons_armor,,"a firm or tight hold, especially of something with hands or fingers",,hold;grasp;clutch,loose;slippery;unstable,,15,15,3,ItemSparse;JournalEncounter;JournalEncounterSection,grips:15,8.7726,0.8,False,
crusher,crusher,crusher,,crusher,crusher,base,crusher,,,forge_weapons_armor,,a device or tool used to crush or break things,,crush;break,preserver,,14,14,3,BroadcastText;ItemSparse;JournalEncounterSection,crusher:14,8.7081,0.8,False,
designs,design,designs,,design,design,inflected_form,designs,,,forge_weapons_armor,,plans or intentions for creating something,,plan;intention,chaotic,,14,14,3,BroadcastText;ItemSparse;JournalEncounterSection,designs:14,8.7081,0.8,False,
finishing,finish,finishing,,finish,finish,inflected_form,finishing,,,forge_weapons_armor,,"completing or finishing something, often in a craft or manufacturing sense",,complete;finish,unfinished,,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,finishing:14,8.7081,0.8,False,
improved,improv,improved,,improv,improv,inflected_form,improved,,,forge_weapons_armor,,made better or more effective,,better;effective,,,14,14,3,BroadcastText;ItemSparse;JournalEncounterSection,improved:14,8.7081,0.8,False,
splitting,splitt,splitting,,splitt,splitt,inflected_form,splitting,,,forge_weapons_armor,,"dividing or separating something, especially a material or object",,divided;separated;cleaved,united;joined,,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,splitting:14,8.7081,0.9,False,
swords,sword,swords,,sword,sword,inflected_form,swords,,,forge_weapons_armor,,"a type of bladed weapon, especially one with a long handle and a sharp blade",,blades;knives;daggers,dullness;ineffectiveness,,14,14,3,BroadcastText;ItemSparse;JournalEncounterSection,swords:14,8.7081,0.9,False,
weaken,weaken,weaken,,weaken,weaken,base,weaken,,,forge_weapons_armor,,"to make something weaker or less effective, especially in a physical or magical sense",,weak;ineffective;powerless,strengthen;empower,,14,14,3,BroadcastText;ItemSparse;JournalEncounterSection,weaken:14,8.7081,0.9,False,
plate,plate,plate,,plate,plate,base,plate,,,forge_weapons_armor,,"a flat, rigid piece of material, especially one used for protection or decoration",,flat;rigid;material,curved;flexible,,109,107,2,ItemSparse;JournalEncounterSection,plate:109,8.7005,0.9,False,
guzzler,guzzler,guzzler,,guzzler,guzzler,base,guzzler,,,forge_weapons_armor,,"a person or thing that drinks a lot of liquid, especially an alcoholic beverage",,drinker;imbiber;tippler,teetotaler;abstainer;sober,,12,11,3,ItemSparse;JournalEncounter;JournalEncounterSection,guzzler:12,8.5649,0.8,False,
seasoned,season,seasoned,,season,season,inflected_form,seasoned,,,forge_weapons_armor,,having a rich or savory flavor,,flavor;taste;culinary,unseasoned;bland;insipid,,12,12,3,ItemSparse;JournalEncounter;JournalEncounterSection,seasoned:12,8.5649,0.8,False,
shadowsteel,shadowsteel,shadowsteel,,shadowsteel,shadowsteel,base,shadowsteel,,,forge_weapons_armor,,a type of metal or material that is dark or mysterious in nature,,metal;material;darkness,light;clarity;transparency,,12,10,3,ItemSparse;JournalEncounter;JournalEncounterSection,shadowsteel:12,8.5649,0.9,False,
usable,usable,usable,,usable,usable,base,usable,,,forge_weapons_armor,,capable of being used or employed,,useful;practical;effective,inusable;unusable;ineffective,,89,89,2,ItemNameDescription;ItemSparse,usable:89,8.4998,0.9,False,
flarendo,flarendo,flarendo,,flarendo,flarendo,base,flarendo,,,forge_weapons_armor,,"a term or phrase that is associated with fire or flames, especially in a context of combat or fighting",,flame;fire;blaze,ice;cold;frost,,11,9,3,ItemSparse;JournalEncounter;JournalEncounterSection,flarendo:11,8.4849,0.5,True,low_confidence
spiked,spik,spiked,,spik,spik,inflected_form,spiked,,,forge_weapons_armor,,"having or covered in spikes, often used for defensive purposes",,defend;protect,smooth;flat,,11,10,3,ItemSparse;JournalEncounter;JournalEncounterSection,spiked:11,8.4849,0.8,False,
shoulders,shoulder,shoulders,,shoulder,shoulder,inflected_form,shoulders,,,forge_weapons_armor,,the part of the body that supports the head and neck,,body;head;neck,,,85,85,2,BroadcastText;ItemSparse,shoulders:85,8.4543,0.9,False,
chip,chip,chip,,chip,chip,base,chip,,,forge_weapons_armor,,"a small piece of material, often used in crafting or repairing",,material;crafting;repairing,,,10,10,3,BroadcastText;ItemSparse;JournalEncounterSection,chip:10,8.3979,0.6,True,low_confidence
maker,maker,maker,,maker,maker,base,maker,,,forge_weapons_armor,,a person or thing that creates something,,craft;create;build,destroyer;demolisher,,10,9,3,ItemSparse;JournalEncounter;JournalEncounterSection,maker:10,8.3979,0.7,True,low_confidence
reforged,reforg,reforged,,reforg,reforg,inflected_form,reforged,,,forge_weapons_armor,,"made or created again, often in a new or improved way",,make;create;improve,destroyed;demolished,,10,10,3,BroadcastText;ItemSparse;JournalEncounter,reforged:10,8.3979,0.8,False,
lightweight,lightweight,lightweight,,lightweight,lightweight,base,lightweight,,,forge_weapons_armor,,"having a low weight or mass, especially in comparison to its size or volume",,,,,73,73,2,ItemSparse;JournalEncounterSection,lightweight:73,8.3041,1.0,False,
elaborate,elaborate,elaborate,,elaborate,elaborate,base,elaborate,,,forge_weapons_armor,,to create or decorate something with intricate details,,detail;ornament,,,9,9,3,BroadcastText;ItemSparse;JournalEncounterSection,elaborate:9,8.3026,1.0,False,
flexible,flexible,flexible,,flexible,flexible,base,flexible,,,forge_weapons_armor,,able to bend or adapt easily,,bend;adapt,,,9,9,3,ItemNameDescription;ItemSparse;JournalEncounterSection,flexible:9,8.3026,1.0,False,
liquids,liquid,liquids,,liquid,liquid,inflected_form,liquids,,,forge_weapons_armor,,a substance that flows freely and has no fixed shape,,fluid;liquid;potion,solid;gas;vapor,,9,9,3,ItemSparse;JournalEncounter;JournalEncounterSection,liquids:9,8.3026,0.5,True,low_confidence
tonks,tonk,tonks,,tonk,tonk,inflected_form,tonks,,,forge_weapons_armor,,a type of metalworking or a tool used in metalworking,,metalworking;tool;equipment,,,9,8,3,ItemSparse;JournalEncounter;JournalEncounterSection,tonks:9,8.3026,0.7,True,low_confidence
slash,slash,slash,,slash,slash,base,slash,,,forge_weapons_armor,,a type of sword or a cutting motion,,sword;cutting;blade,,,71,65,2,ItemSparse;JournalEncounterSection,slash:71,8.2767,0.8,False,
radius,radiu,radius,,radiu,radiu,inflected_form,radius,,,forge_weapons_armor,,a circular area around a central point,,circumference;perimeter,center;core,,69,67,2,ItemSparse;JournalEncounterSection,radius:69,8.2485,0.7,True,low_confidence
socketed,socket,socketed,,socket,socket,inflected_form,socketed,,,forge_weapons_armor,,having a socket or opening for receiving something,,inserted;embedded,solid;unbroken,,69,69,2,ItemSparse;JournalEncounter,socketed:69,8.2485,0.6,True,low_confidence
coils,coil,coils,,coil,coil,inflected_form,coils,,,forge_weapons_armor,,"twisted or curved pieces of metal, especially for springs",,springs;curved;twisted,straight;linear,,8,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,coils:8,8.1972,0.7,True,low_confidence
covering,cover,covering,,cover,cover,inflected_form,covering,,,forge_weapons_armor,,"something that covers or protects something else, especially a surface or object",,covers;protects;surfaces,exposed;uncovered,,8,8,3,ItemSparse;JournalEncounter;JournalEncounterSection,covering:8,8.1972,0.7,True,low_confidence
feat,feat,feat,,feat,feat,base,feat,,,forge_weapons_armor,,achievement or accomplishment,,achievement;accomplishment;success,failure;defeat,,8,8,3,ItemSparse;JournalEncounter;JournalEncounterSection,feat:8,8.1972,0.9,False,
fillet,fillet,fillet,,fillet,fillet,base,fillet,,,forge_weapons_armor,,thin slice of meat or fish,,meat;fish;slice,thick;whole,,8,8,3,ItemSparse;JournalEncounter;JournalEncounterSection,fillet:8,8.1972,0.8,False,
flameheart,flameheart,flameheart,,flameheart,flameheart,base,flameheart,,,forge_weapons_armor,,heart or center of flame or fire,,flame;fire;heat,coldness;frost,,8,8,3,ItemSparse;JournalEncounter;JournalEncounterSection,flameheart:8,8.1972,0.7,True,low_confidence
irons,iron,irons,,iron,iron,inflected_form,irons,,,forge_weapons_armor,,made of or relating to iron,,iron;metal;steel,fragile;delicate;brittle,,8,8,3,BroadcastText;ItemSparse;JournalEncounter,irons:8,8.1972,0.8,False,
primed,prim,primed,,prim,prim,inflected_form,primed,,,forge_weapons_armor,,prepared or ready for use,,ready;prepared;activated,,,8,8,3,ItemSparse;JournalEncounter;JournalEncounterSection,primed:8,8.1972,1.0,False,
ribbon,ribbon,ribbon,,ribbon,ribbon,base,ribbon,,,forge_weapons_armor,,"a long, thin piece of material used for decoration or binding",,decoration;binding;ornament,,,8,8,3,BroadcastText;ItemSparse;JournalEncounterSection,ribbon:8,8.1972,1.0,False,
hood,hood,hood,,hood,hood,base,hood,,,forge_weapons_armor,,a covering for the head or neck,,covering;headgear;neckwear,,,62,62,2,ItemNameDescription;ItemSparse,hood:62,8.1431,0.7,True,low_confidence
flask,flask,flask,,flask,flask,base,flask,,,forge_weapons_armor,,a container for liquids or gases,,container;vessel;bottle,,,61,61,2,ItemSparse;JournalEncounterSection,flask:61,8.1271,0.8,False,
belts,belt,belts,,belt,belt,inflected_form,belts,,,forge_weapons_armor,,a strip of material worn around the waist,,strip;material;waist,,,7,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,belts:7,8.0794,0.8,False,
drills,drill,drills,,drill,drill,inflected_form,drills,,,forge_weapons_armor,,a tool used for making holes or driving something into a material,,machine;tool,,,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,drills:7,8.0794,0.8,False,
forging,forg,forging,,forg,forg,inflected_form,forging,,,forge_weapons_armor,,"the act of shaping or forming something, especially metal",,shaping;forming,,,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,forging:7,8.0794,0.8,False,
locking,lock,locking,,lock,lock,inflected_form,locking,,,forge_weapons_armor,,to fasten or secure something with a lock,,fastening;securing;bolting,,,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,locking:7,8.0794,0.8,False,
sulfuron,sulfuron,sulfuron,,sulfuron,sulfuron,base,sulfuron,,,forge_weapons_armor,,a type of powerful and magical hammer,,hammer;mallet;club,sword;dagger;knife,,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,sulfuron:7,8.0794,0.9,False,
vat,vat,vat,,vat,vat,base,vat,,,forge_weapons_armor,,"a container or vessel, often used for holding liquids or materials",,container;vessel;tank,empty;vacant;unoccupied,,7,3,3,BroadcastText;ItemSparse;JournalEncounterSection,vat:7,8.0794,0.7,True,low_confidence
fitted,fitt,fitted,,fitt,fitt,inflected_form,fitted,,,forge_weapons_armor,,"to put something in a place where it fits, especially in terms of size or shape",,,,,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,fitted:6,7.9459,0.8,False,
harden,harden,harden,,harden,harden,base,harden,,,forge_weapons_armor,,"to make something harder or more resistant to damage, especially in terms of physical properties",,,,,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,harden:6,7.9459,0.8,False,
silken,silken,silken,,silken,silken,base,silken,,,forge_weapons_armor,,made of silk or having a smooth texture,,silk;smooth;luxurious,,,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,silken:6,7.9459,0.8,False,
